Quarter,Category,Store,Department,Amount
"Q1, 24",Cost of Goods Sold,E,HBA ,-1861.00
"Q3, 25",Cost of Goods Sold,E,MEAT ,-1742.00
"Q4, 24",Cost of Goods Sold,E,PRODUCE ,-1730.00
"Q1, 24",Cost of Goods Sold,E,PRODUCE ,-1703.00
"Q1, 26",Cost of Goods Sold,E,MEAT ,-1662.00
"Q3, 24",Cost of Goods Sold,E,HBA ,-1544.00
"Q4, 25",Cost of Goods Sold,E,DELI ,-1411.00
"Q2, 26",Cost of Goods Sold,E,DELI ,-1310.00
"Q4, 24",Cost of Goods Sold,E,DELI ,-1253.00
"Q1, 25",Cost of Goods Sold,E,DELI ,-1220.00
"Q1, 26",Cost of Goods Sold,E,DELI ,-1156.00
"Q1, 24",Cost of Goods Sold,E,MEAT ,-1139.00
"Q1, 26",Cost of Goods Sold,E,MEAT ,-946.00
"Q1, 25",Cost of Goods Sold,E,BAKERY ,-921.00
"Q2, 25",Cost of Goods Sold,E,DELI ,-674.00
"Q4, 25",Cost of Goods Sold,E,BAKERY ,-574.00
"Q4, 24",Cost of Goods Sold,E,HBA ,-492.00
"Q2, 26",Cost of Goods Sold,E,DELI ,-465.00
"Q4, 25",Cost of Goods Sold,E,Grocery,-444.00
"Q2, 25",Cost of Goods Sold,E,Grocery,-425.00
"Q1, 26",Cost of Goods Sold,E,BAKERY ,-408.00
"Q3, 24",Cost of Goods Sold,E,Grocery,-407.00
"Q4, 24",Cost of Goods Sold,E,PURCHASE DISCOUNT,-407.00
"Q1, 25",Cost of Goods Sold,E,BAKERY ,-395.00
"Q2, 26",Cost of Goods Sold,E,MEAT ,-386.00
"Q3, 25",Cost of Goods Sold,E,BAKERY ,-386.00
"Q1, 26",Cost of Goods Sold,E,PRODUCE ,-369.00
"Q3, 25",Cost of Goods Sold,E,Grocery,-368.00
"Q1, 25",Cost of Goods Sold,E,PURCHASE DISCOUNT,-361.00
"Q2, 24",Cost of Goods Sold,E,Grocery,-358.00
"Q3, 24",Cost of Goods Sold,E,Dairy,-357.00
"Q4, 25",Cost of Goods Sold,E,PURCHASE DISCOUNT,-352.00
"Q2, 25",Cost of Goods Sold,E,BAKERY ,-343.00
"Q1, 24",Cost of Goods Sold,E,MEAT ,-342.00
"Q4, 24",Cost of Goods Sold,E,Grocery,-341.00
"Q3, 24",Cost of Goods Sold,E,PURCHASE DISCOUNT,-332.00
"Q2, 25",Cost of Goods Sold,E,PURCHASE DISCOUNT,-327.00
"Q3, 25",Cost of Goods Sold,E,PURCHASE DISCOUNT,-326.00
"Q2, 25",Cost of Goods Sold,E,DELI ,-306.00
"Q2, 24",Cost of Goods Sold,E,PURCHASE DISCOUNT,-299.00
"Q2, 26",Cost of Goods Sold,E,BAKERY ,-299.00
"Q2, 26",Cost of Goods Sold,E,PURCHASE DISCOUNT,-288.00
"Q2, 26",Cost of Goods Sold,E,PRODUCE ,-276.00
"Q1, 24",Cost of Goods Sold,E,PURCHASE DISCOUNT,-269.00
"Q1, 26",Cost of Goods Sold,E,PURCHASE DISCOUNT,-261.00
"Q4, 24",Cost of Goods Sold,E,Dairy,-256.00
"Q1, 26",Cost of Goods Sold,E,Grocery,-255.00
"Q3, 25",Cost of Goods Sold,E,DELI ,-255.00
"Q2, 25",Cost of Goods Sold,E,DELI ,-254.00
"Q4, 24",Cost of Goods Sold,E,BAKERY ,-253.00
"Q3, 25",Cost of Goods Sold,E,DELI ,-246.00
"Q1, 24",Cost of Goods Sold,E,Grocery,-244.00
"Q1, 25",Cost of Goods Sold,E,MEAT ,-241.00
"Q4, 25",Cost of Goods Sold,E,DELI ,-239.00
"Q2, 25",Cost of Goods Sold,E,MEAT ,-234.00
"Q4, 25",Cost of Goods Sold,E,MEAT ,-198.00
"Q3, 25",Cost of Goods Sold,E,DELI ,-193.00
"Q1, 24",Cost of Goods Sold,E,Dairy,-177.00
"Q1, 26",Cost of Goods Sold,E,DELI ,-157.00
"Q1, 25",Cost of Goods Sold,E,DELI ,-155.00
"Q2, 24",Cost of Goods Sold,E,Dairy,-144.00
"Q1, 26",Cost of Goods Sold,E,PRODUCE ,-140.00
"Q3, 24",Cost of Goods Sold,E,MEAT ,-137.00
"Q3, 25",Cost of Goods Sold,E,DELI ,-127.00
"Q4, 24",Cost of Goods Sold,E,PRODUCE ,-110.00
"Q2, 25",Cost of Goods Sold,E,PRODUCE ,-107.00
"Q2, 26",Cost of Goods Sold,E,Grocery,-106.00
"Q2, 25",Cost of Goods Sold,E,BAKERY ,-104.00
"Q1, 25",Cost of Goods Sold,E,HBA ,-101.00
"Q4, 25",Cost of Goods Sold,E,HBA ,-98.00
"Q1, 26",Cost of Goods Sold,E,BAKERY ,-95.00
"Q2, 24",Cost of Goods Sold,E,PRODUCE ,-76.00
"Q2, 26",Cost of Goods Sold,E,HBA ,-74.00
"Q1, 25",Cost of Goods Sold,E,BAKERY ,-71.00
"Q4, 25",Cost of Goods Sold,E,DELI ,-68.00
"Q4, 24",Cost of Goods Sold,E,DELI ,-64.00
"Q1, 24",Cost of Goods Sold,E,PRODUCE ,-59.00
"Q3, 24",Cost of Goods Sold,E,PRODUCE ,-58.00
"Q4, 24",Cost of Goods Sold,E,HBA ,-51.00
"Q1, 24",Cost of Goods Sold,E,HBA ,-48.00
"Q3, 24",Cost of Goods Sold,E,HBA ,-47.00
"Q3, 25",Cost of Goods Sold,E,BAKERY ,-45.00
"Q1, 26",Cost of Goods Sold,E,DELI ,-43.00
"Q2, 24",Cost of Goods Sold,E,HBA ,-41.00
"Q1, 25",Cost of Goods Sold,E,PRODUCE ,-39.00
"Q1, 25",Cost of Goods Sold,E,HBA ,-36.00
"Q3, 25",Cost of Goods Sold,E,MEAT ,-31.00
"Q4, 24",Cost of Goods Sold,E,DELI ,-31.00
"Q4, 24",Cost of Goods Sold,E,BAKERY ,-29.00
"Q3, 24",Cost of Goods Sold,E,HBA ,-28.00
"Q1, 26",Cost of Goods Sold,E,HBA ,-22.00
"Q4, 25",Cost of Goods Sold,E,PRODUCE ,-20.00
"Q3, 25",Cost of Goods Sold,E,PRODUCE ,-18.00
"Q2, 25",Cost of Goods Sold,E,Dairy,-16.00
"Q3, 25",Cost of Goods Sold,E,PRODUCE ,-15.00
"Q2, 26",Cost of Goods Sold,E,BAKERY ,-14.00
"Q1, 25",Cost of Goods Sold,E,DELI ,-13.00
"Q2, 24",Cost of Goods Sold,E,Frozen,-10.00
"Q3, 25",Cost of Goods Sold,E,HBA ,-10.00
"Q1, 25",Cost of Goods Sold,E,PRODUCE ,-9.00
"Q2, 26",Cost of Goods Sold,E,DELI ,-7.00
"Q2, 25",Cost of Goods Sold,E,HBA ,-6.00
"Q1, 24",Cost of Goods Sold,E,HBA ,-4.00
"Q2, 25",Cost of Goods Sold,E,PRODUCE ,-3.00
"Q2, 26",Cost of Goods Sold,E,PRODUCE ,-3.00
"Q1, 25",Cost of Goods Sold,E,HBA ,-2.00
"Q4, 25",Cost of Goods Sold,E,PRODUCE ,-2.00
"Q4, 25",Cost of Goods Sold,E,BAKERY ,-2.00
"Q2, 24",Cost of Goods Sold,E,HBA ,-1.00
"Q2, 24",Cost of Goods Sold,E,MEAT ,0.00
"Q4, 24",Cost of Goods Sold,E,MEAT ,0.00
"Q2, 25",Cost of Goods Sold,E,HBA ,0.00
"Q3, 25",Cost of Goods Sold,E,HBA ,0.00
"Q4, 25",Cost of Goods Sold,E,HBA ,0.00
"Q2, 24",Cost of Goods Sold,E,TOBACCO ,0.00
"Q3, 24",Cost of Goods Sold,E,TOBACCO ,0.00
"Q1, 25",Cost of Goods Sold,E,TOBACCO ,0.00
"Q3, 25",Cost of Goods Sold,E,TOBACCO ,0.00
"Q2, 26",Cost of Goods Sold,E,TOBACCO ,0.00
"Q3, 25",Cost of Goods Sold,E,Dairy,0.00
"Q1, 26",Cost of Goods Sold,E,Dairy,0.00
"Q2, 26",Cost of Goods Sold,E,Dairy,0.00
"Q3, 24",Cost of Goods Sold,E,Frozen,0.00
"Q4, 24",Cost of Goods Sold,E,Frozen,0.00
"Q3, 25",Cost of Goods Sold,E,HBA ,0.00
"Q4, 25",Cost of Goods Sold,E,HBA ,0.00
"Q2, 25",Cost of Goods Sold,E,HBA ,0.00
"Q3, 25",Cost of Goods Sold,E,HBA ,0.00
"Q4, 25",Cost of Goods Sold,E,HBA ,0.00
"Q2, 24",Supplies,E,MEAT ,0.00
"Q2, 24",Supplies,E,PRODUCE ,0.00
"Q3, 24",Supplies,E,PRODUCE ,0.00
"Q4, 24",Supplies,E,PRODUCE ,0.00
"Q2, 25",Supplies,E,PRODUCE ,0.00
"Q2, 26",Wages,E,Grocery,0.00
"Q2, 24",Wages,E,Store Mgr Pay,0.00
"Q3, 24",Wages,E,Store Mgr Pay,0.00
"Q4, 24",Wages,E,Store Mgr Pay,0.00
"Q2, 26",Wages,E,Store Mgr Pay,0.00
"Q2, 24",Wages,E,Grocery,0.00
"Q3, 24",Wages,E,Grocery,0.00
"Q2, 24",Wages,E,MEAT ,0.00
"Q3, 24",Wages,E,MEAT ,0.00
"Q2, 24",Wages,E,Store Mgr Pay,0.00
"Q3, 24",Wages,E,Store Mgr Pay,0.00
"Q3, 24",Wages,E,Grocery,0.00
"Q4, 24",Wages,E,Grocery,0.00
"Q4, 24",Wages,E,PRODUCE ,0.00
"Q4, 25",Cost of Goods Sold,E,Dairy,16.00
"Q4, 25",Wages,E,Grocery,27.00
"Q4, 24",Sales,E,FLORAL ,35.00
"Q1, 24",Supplies,E,PRODUCE ,35.00
"Q1, 25",Supplies,E,PRODUCE ,42.00
"Q4, 24",Wages,E,Grocery,47.00
"Q1, 24",Wages,E,Store Mgr Pay,61.00
"Q4, 25",Sales,E,FLORAL ,66.00
"Q4, 24",Wages,E,PRODUCE ,80.00
"Q1, 24",Wages,E,MEAT ,88.00
"Q4, 25",Wages,E,PRODUCE ,96.00
"Q1, 24",Wages,E,Grocery,131.00
"Q2, 25",Cost of Goods Sold,E,BAKERY ,135.00
"Q4, 25",Wages,E,MEAT ,152.00
"Q4, 25",Supplies,E,PRODUCE ,160.00
"Q4, 25",Wages,E,Store Mgr Pay,162.00
"Q4, 24",Wages,E,PRODUCE ,171.00
"Q2, 26",Supplies,E,PRODUCE ,200.00
"Q3, 25",Sales,E,FLORAL ,230.00
"Q2, 25",Wages,E,PRODUCE ,235.00
"Q3, 24",Wages,E,PRODUCE ,239.00
"Q3, 25",Supplies,E,PRODUCE ,252.00
"Q2, 26",Wages,E,MEAT ,261.00
"Q2, 26",Wages,E,Store Mgr Pay,268.00
"Q4, 24",Wages,E,MEAT ,288.00
"Q1, 26",Wages,E,PRODUCE ,295.00
"Q4, 25",Wages,E,MEAT ,308.00
"Q3, 25",Supplies,E,MEAT ,314.00
"Q3, 25",Wages,E,PRODUCE ,318.00
"Q4, 24",Wages,E,Store Mgr Pay,323.00
"Q1, 26",Wages,E,Store Mgr Pay,327.00
"Q1, 25",Supplies,E,MEAT ,347.00
"Q2, 26",Cost of Goods Sold,E,BAKERY ,375.00
"Q4, 24",Cost of Goods Sold,E,DELI ,380.00
"Q4, 25",Wages,E,PRODUCE ,382.00
"Q4, 24",Cost of Goods Sold,E,DELI ,410.00
"Q4, 25",Wages,E,Grocery,428.00
"Q1, 24",Wages,E,Grocery,462.00
"Q3, 25",Cost of Goods Sold,E,HBA ,475.00
"Q2, 26",Wages,E,Grocery,482.00
"Q4, 24",Cost of Goods Sold,E,PRODUCE ,497.00
"Q4, 24",Supplies,E,MEAT ,497.00
"Q3, 24",Wages,E,PRODUCE ,525.00
"Q2, 24",Wages,E,Grocery,536.00
"Q2, 26",Wages,E,PRODUCE ,537.00
"Q4, 24",Wages,E,Grocery,588.00
"Q4, 24",Wages,E,Store Mgr Pay,605.00
"Q1, 26",Wages,E,Grocery,618.00
"Q2, 25",Wages,E,MEAT ,620.00
"Q2, 25",Cost of Goods Sold,E,PRODUCE ,655.00
"Q2, 26",Wages,E,MEAT ,670.00
"Q2, 24",Cost of Goods Sold,E,HBA ,679.00
"Q1, 25",Wages,E,Store Mgr Pay,734.00
"Q1, 26",Wages,E,MEAT ,749.00
"Q1, 26",Supplies,E,Grocery,752.00
"Q1, 26",Cost of Goods Sold,E,DELI ,775.00
"Q2, 26",Supplies,E,Grocery,833.00
"Q2, 25",Supplies,E,MEAT ,850.00
"Q3, 24",Wages,E,Grocery,857.00
"Q1, 25",Sales,E,FLORAL ,934.00
"Q2, 24",Wages,E,Grocery,942.00
"Q3, 24",Cost of Goods Sold,E,PRODUCE ,969.00
"Q2, 25",Cost of Goods Sold,E,DELI ,982.00
"Q1, 25",Wages,E,MEAT ,1003.00
"Q2, 25",Cost of Goods Sold,E,BAKERY ,1006.00
"Q3, 25",Wages,E,MEAT ,1009.00
"Q1, 25",Supplies,E,Grocery,1086.00
"Q3, 24",Supplies,E,MEAT ,1090.00
"Q1, 24",Wages,E,Store Mgr Pay,1117.00
"Q1, 25",Cost of Goods Sold,E,HBA ,1147.00
"Q1, 25",Wages,E,MEAT ,1175.00
"Q4, 25",Supplies,E,MEAT ,1223.00
"Q1, 26",Cost of Goods Sold,E,BAKERY ,1239.00
"Q4, 24",Cost of Goods Sold,E,HBA ,1275.00
"Q3, 25",Wages,E,MEAT ,1279.00
"Q3, 25",Cost of Goods Sold,E,BAKERY ,1325.00
"Q4, 25",Wages,E,MEAT ,1344.00
"Q1, 26",Wages,E,MEAT ,1351.00
"Q2, 26",Supplies,E,MEAT ,1397.00
"Q3, 24",Wages,E,MEAT ,1401.00
"Q2, 26",Sales,E,FLORAL ,1410.00
"Q1, 25",Cost of Goods Sold,E,DELI ,1433.00
"Q2, 25",Supplies,E,Grocery,1470.00
"Q1, 24",Wages,E,MEAT ,1483.00
"Q4, 25",Supplies,E,Grocery,1537.00
"Q2, 25",Wages,E,MEAT ,1552.00
"Q2, 25",Cost of Goods Sold,E,HBA ,1567.00
"Q1, 24",Cost of Goods Sold,E,HBA ,1579.00
"Q1, 26",Sales,E,FLORAL ,1624.00
"Q4, 25",Cost of Goods Sold,E,DELI ,1678.00
"Q3, 24",Cost of Goods Sold,E,PRODUCE ,1746.00
"Q4, 24",Wages,E,MEAT ,1766.00
"Q3, 25",Supplies,E,Grocery,1824.00
"Q4, 24",Wages,E,MEAT ,1842.00
"Q4, 24",Sales,E,DELI ,1857.00
"Q1, 24",Wages,E,MEAT ,1866.00
"Q2, 25",Cost of Goods Sold,E,HBA ,1868.00
"Q4, 24",Cost of Goods Sold,E,BAKERY ,1895.00
"Q1, 26",Supplies,E,MEAT ,1906.00
"Q2, 24",Wages,E,MEAT ,1933.00
"Q2, 24",Cost of Goods Sold,E,PRODUCE ,1981.00
"Q1, 26",Wages,E,Store Mgr Pay,2027.00
"Q1, 24",Cost of Goods Sold,E,PRODUCE ,2107.00
"Q3, 24",Supplies,E,Grocery,2172.00
"Q3, 25",Wages,E,Store Mgr Pay,2172.00
"Q4, 25",Wages,E,Store Mgr Pay,2205.00
"Q1, 24",Supplies,E,MEAT ,2238.00
"Q1, 26",Cost of Goods Sold,E,HBA ,2258.00
"Q3, 24",Wages,E,MEAT ,2282.00
"Q1, 24",Supplies,E,Grocery,2358.00
"Q4, 25",Cost of Goods Sold,E,BAKERY ,2399.00
"Q2, 24",Wages,E,Store Mgr Pay,2416.00
"Q2, 24",Wages,E,MEAT ,2431.00
"Q2, 26",Sales,E,HBA ,2432.00
"Q1, 24",Wages,E,Store Mgr Pay,2460.00
"Q4, 24",Wages,E,PRODUCE ,2485.00
"Q2, 26",Cost of Goods Sold,E,HBA ,2601.00
"Q2, 25",Sales,E,FLORAL ,2674.00
"Q3, 24",Wages,E,Store Mgr Pay,2795.00
"Q1, 26",Sales,E,HBA ,2860.00
"Q2, 26",Cost of Goods Sold,E,PRODUCE ,2863.00
"Q1, 25",Cost of Goods Sold,E,DELI ,2879.00
"Q4, 25",Cost of Goods Sold,E,PRODUCE ,2942.00
"Q4, 25",Sales,E,HBA ,2959.00
"Q2, 25",Wages,E,Store Mgr Pay,2986.00
"Q4, 24",Supplies,E,Grocery,2996.00
"Q2, 24",Cost of Goods Sold,E,HBA ,3051.00
"Q1, 25",Cost of Goods Sold,E,HBA ,3091.00
"Q4, 24",Cost of Goods Sold,E,HBA ,3211.00
"Q3, 25",Cost of Goods Sold,E,PRODUCE ,3520.00
"Q1, 25",Sales,E,DELI ,3532.00
"Q3, 25",Sales,E,HBA ,3611.00
"Q1, 25",Wages,E,PRODUCE ,3655.00
"Q4, 25",Cost of Goods Sold,E,HBA ,3927.00
"Q3, 25",Cost of Goods Sold,E,DELI ,4076.00
"Q2, 25",Wages,E,PRODUCE ,4130.00
"Q1, 24",Sales,E,HBA ,4370.00
"Q3, 24",Sales,E,HBA ,4375.00
"Q1, 26",Cost of Goods Sold,E,MEAT ,4482.00
"Q2, 25",Sales,E,HBA ,4603.00
"Q1, 26",Wages,E,PRODUCE ,4619.00
"Q3, 25",Wages,E,PRODUCE ,4711.00
"Q4, 25",Cost of Goods Sold,E,DELI ,4714.00
"Q2, 25",Cost of Goods Sold,E,DELI ,4775.00
"Q1, 24",Cost of Goods Sold,E,HBA ,4815.00
"Q3, 24",Cost of Goods Sold,E,HBA ,4900.00
"Q4, 25",Sales,E,DELI ,4913.00
"Q2, 24",Sales,E,HBA ,4918.00
"Q3, 24",Wages,E,PRODUCE ,5008.00
"Q2, 25",Cost of Goods Sold,E,MEAT ,5010.00
"Q1, 25",Cost of Goods Sold,E,PRODUCE ,5074.00
"Q4, 25",Wages,E,PRODUCE ,5129.00
"Q2, 26",Wages,E,PRODUCE ,5147.00
"Q1, 26",Cost of Goods Sold,E,DELI ,5224.00
"Q1, 25",Sales,E,HBA ,5254.00
"Q4, 24",Sales,E,HBA ,5257.00
"Q2, 24",Supplies,E,Grocery,5390.00
"Q3, 25",Sales,E,DELI ,5545.00
"Q1, 25",Cost of Goods Sold,E,MEAT ,5762.00
"Q2, 25",Sales,E,DELI ,5805.00
"Q2, 25",Cost of Goods Sold,E,BAKERY ,5862.00
"Q1, 26",Sales,E,DELI ,6341.00
"Q1, 24",Wages,E,Store Mgr Pay,7020.00
"Q1, 26",Wages,E,Store Mgr Pay,7484.00
"Q2, 26",Cost of Goods Sold,E,BAKERY ,7545.00
"Q3, 25",Cost of Goods Sold,E,BAKERY ,7617.00
"Q1, 25",Cost of Goods Sold,E,Grocery,7622.00
"Q4, 24",Cost of Goods Sold,E,BAKERY ,7717.00
"Q4, 24",Sales,E,BAKERY ,7767.00
"Q4, 25",Wages,E,Store Mgr Pay,7814.00
"Q3, 25",Sales,E,BAKERY ,8138.00
"Q4, 25",Cost of Goods Sold,E,Grocery,8614.00
"Q2, 26",Sales,E,BAKERY ,8666.00
"Q2, 26",Sales,E,DELI ,8690.00
"Q2, 24",Cost of Goods Sold,E,MEAT ,8875.00
"Q1, 26",Cost of Goods Sold,E,BAKERY ,8996.00
"Q2, 26",Cost of Goods Sold,E,DELI ,9015.00
"Q3, 24",Cost of Goods Sold,E,MEAT ,9056.00
"Q1, 26",Sales,E,BAKERY ,9148.00
"Q2, 25",Sales,E,BAKERY ,9251.00
"Q1, 25",Cost of Goods Sold,E,BAKERY ,9304.00
"Q2, 25",Wages,E,Store Mgr Pay,9369.00
"Q4, 24",Cost of Goods Sold,E,Grocery,9371.00
"Q3, 24",Wages,E,Store Mgr Pay,9591.00
"Q2, 26",Wages,E,Store Mgr Pay,9660.00
"Q1, 24",Wages,E,MEAT ,9929.00
"Q2, 26",Cost of Goods Sold,E,MEAT ,9971.00
"Q4, 25",Cost of Goods Sold,E,BAKERY ,10034.00
"Q4, 24",Wages,E,Store Mgr Pay,10062.00
"Q2, 24",Cost of Goods Sold,E,Grocery,10470.00
"Q1, 25",Wages,E,MEAT ,10492.00
"Q1, 25",Wages,E,Store Mgr Pay,10500.00
"Q3, 25",Wages,E,Store Mgr Pay,10500.00
"Q2, 24",Wages,E,Store Mgr Pay,10588.00
"Q2, 25",Wages,E,MEAT ,10801.00
"Q4, 25",Wages,E,MEAT ,10965.00
"Q1, 25",Sales,E,BAKERY ,10989.00
"Q2, 26",Wages,E,MEAT ,11053.00
"Q1, 26",Wages,E,MEAT ,11056.00
"Q3, 24",Wages,E,MEAT ,11278.00
"Q4, 24",Wages,E,MEAT ,11330.00
"Q4, 25",Sales,E,BAKERY ,11468.00
"Q2, 24",Wages,E,MEAT ,11563.00
"Q3, 25",Wages,E,MEAT ,11602.00
"Q4, 25",Cost of Goods Sold,E,MEAT ,14261.00
"Q1, 26",Cost of Goods Sold,E,Grocery,15686.00
"Q3, 24",Cost of Goods Sold,E,HBA ,17921.00
"Q2, 25",Cost of Goods Sold,E,Grocery,18018.00
"Q3, 25",Cost of Goods Sold,E,MEAT ,18841.00
"Q4, 24",Cost of Goods Sold,E,MEAT ,21615.00
"Q1, 25",Cost of Goods Sold,E,PRODUCE ,24686.00
"Q1, 24",Cost of Goods Sold,E,PRODUCE ,26508.00
"Q3, 25",Cost of Goods Sold,E,Grocery,27332.00
"Q2, 26",Wages,E,Grocery,28146.00
"Q4, 25",Cost of Goods Sold,E,PRODUCE ,28177.00
"Q4, 24",Cost of Goods Sold,E,PRODUCE ,28818.00
"Q2, 25",Cost of Goods Sold,E,PRODUCE ,30154.00
"Q4, 25",Wages,E,Grocery,30556.00
"Q2, 25",Wages,E,Grocery,30557.00
"Q1, 25",Wages,E,Grocery,30587.00
"Q3, 25",Wages,E,Grocery,30871.00
"Q3, 24",Cost of Goods Sold,E,PRODUCE ,30880.00
"Q1, 26",Wages,E,Grocery,31285.00
"Q3, 24",Wages,E,Grocery,31501.00
"Q1, 26",Cost of Goods Sold,E,PRODUCE ,32345.00
"Q2, 24",Cost of Goods Sold,E,PRODUCE ,33399.00
"Q3, 25",Cost of Goods Sold,E,PRODUCE ,33983.00
"Q2, 24",Wages,E,Grocery,35754.00
"Q1, 24",Wages,E,Grocery,36310.00
"Q4, 24",Wages,E,Grocery,36356.00
"Q2, 26",Cost of Goods Sold,E,PRODUCE ,36715.00
"Q4, 25",Sales,E,PRODUCE ,36887.00
"Q1, 25",Sales,E,PRODUCE ,37999.00
"Q4, 24",Sales,E,PRODUCE ,38540.00
"Q2, 25",Sales,E,PRODUCE ,41285.00
"Q1, 25",Cost of Goods Sold,E,Grocery,41750.00
"Q1, 26",Sales,E,PRODUCE ,41752.00
"Q1, 24",Sales,E,PRODUCE ,43438.00
"Q3, 25",Sales,E,PRODUCE ,43914.00
"Q3, 24",Sales,E,PRODUCE ,45416.00
"Q2, 26",Sales,E,PRODUCE ,47942.00
"Q2, 24",Sales,E,PRODUCE ,50434.00
"Q1, 24",Cost of Goods Sold,E,Grocery,82062.00
"Q1, 24",Cost of Goods Sold,E,MEAT ,119461.00
"Q2, 26",Cost of Goods Sold,E,MEAT ,119831.00
"Q1, 26",Cost of Goods Sold,E,MEAT ,121262.00
"Q1, 25",Cost of Goods Sold,E,MEAT ,124181.00
"Q2, 25",Cost of Goods Sold,E,MEAT ,129923.00
"Q2, 24",Cost of Goods Sold,E,MEAT ,134333.00
"Q4, 24",Cost of Goods Sold,E,MEAT ,134646.00
"Q4, 25",Cost of Goods Sold,E,MEAT ,137601.00
"Q3, 25",Cost of Goods Sold,E,MEAT ,142731.00
"Q2, 26",Sales,E,MEAT ,143510.00
"Q3, 24",Cost of Goods Sold,E,MEAT ,145156.00
"Q1, 24",Sales,E,MEAT ,145513.00
"Q1, 26",Sales,E,MEAT ,151492.00
"Q3, 24",Sales,E,MEAT ,154753.00
"Q4, 24",Sales,E,MEAT ,157831.00
"Q2, 25",Sales,E,MEAT ,157869.00
"Q4, 25",Sales,E,MEAT ,158420.00
"Q1, 25",Sales,E,MEAT ,158676.00
"Q3, 25",Sales,E,MEAT ,158699.00
"Q2, 24",Sales,E,MEAT ,159970.00
"Q1, 26",Cost of Goods Sold,E,Grocery,215400.00
"Q3, 25",Cost of Goods Sold,E,Grocery,215970.00
"Q2, 26",Cost of Goods Sold,E,Grocery,217182.00
"Q1, 25",Cost of Goods Sold,E,Grocery,226073.00
"Q2, 25",Cost of Goods Sold,E,Grocery,234341.00
"Q4, 25",Cost of Goods Sold,E,Grocery,240549.00
"Q1, 24",Cost of Goods Sold,E,Grocery,248285.00
"Q2, 26",Sales,E,Grocery,261196.00
"Q2, 24",Cost of Goods Sold,E,Grocery,262168.00
"Q3, 24",Cost of Goods Sold,E,Grocery,272003.00
"Q1, 26",Sales,E,Grocery,284944.00
"Q4, 24",Cost of Goods Sold,E,Grocery,293013.00
"Q4, 25",Sales,E,Grocery,298075.00
"Q3, 25",Sales,E,Grocery,298747.00
"Q2, 25",Sales,E,Grocery,312511.00
"Q1, 25",Sales,E,Grocery,330059.00
"Q2, 24",Sales,E,Grocery,332540.00
"Q3, 24",Sales,E,Grocery,333318.00
"Q1, 24",Sales,E,Grocery,333357.00
"Q4, 24",Sales,E,Grocery,337000.00
"Q1, 24",Cost of Goods Sold,F,Grocery,-67155.00
"Q4, 25",Cost of Goods Sold,F,Grocery,-24243.00
"Q3, 24",Cost of Goods Sold,F,Grocery,-23563.00
"Q2, 24",Cost of Goods Sold,F,Grocery,-20479.00
"Q1, 25",Cost of Goods Sold,F,Grocery,-16723.00
"Q3, 24",Cost of Goods Sold,F,Grocery,-15616.00
"Q4, 24",Cost of Goods Sold,F,Grocery,-15492.00
"Q2, 25",Cost of Goods Sold,F,Grocery,-15189.00
"Q2, 24",Cost of Goods Sold,F,Grocery,-12824.00
"Q1, 24",Cost of Goods Sold,F,PRODUCE ,-12448.00
"Q1, 24",Cost of Goods Sold,F,Grocery,-12316.00
"Q1, 26",Cost of Goods Sold,F,Grocery,-12022.00
"Q1, 24",Cost of Goods Sold,F,MEAT ,-11425.00
"Q4, 24",Cost of Goods Sold,F,Grocery,-10912.00
"Q1, 26",Cost of Goods Sold,F,Grocery,-10663.00
"Q1, 25",Cost of Goods Sold,F,MEAT ,-10384.00
"Q1, 24",Cost of Goods Sold,F,Grocery,-10321.00
"Q4, 24",Cost of Goods Sold,F,Grocery,-9894.00
"Q2, 26",Cost of Goods Sold,F,Grocery,-9262.00
"Q4, 25",Cost of Goods Sold,F,Grocery,-8844.00
"Q3, 25",Cost of Goods Sold,F,Grocery,-8738.00
"Q2, 25",Cost of Goods Sold,F,MEAT ,-7763.00
"Q1, 25",Cost of Goods Sold,F,Grocery,-6785.00
"Q2, 24",Cost of Goods Sold,F,Grocery,-6760.00
"Q1, 26",Cost of Goods Sold,F,Grocery,-6422.00
"Q1, 26",Cost of Goods Sold,F,MEAT ,-6138.00
"Q3, 24",Cost of Goods Sold,F,Grocery,-5930.00
"Q2, 26",Cost of Goods Sold,F,Grocery,-5642.00
"Q1, 24",Cost of Goods Sold,F,MEAT ,-5642.00
"Q3, 25",Cost of Goods Sold,F,DELI ,-5612.00
"Q3, 25",Cost of Goods Sold,F,DELI ,-5609.00
"Q2, 25",Cost of Goods Sold,F,Grocery,-5525.00
"Q2, 26",Cost of Goods Sold,F,PRODUCE ,-5396.00
"Q2, 26",Cost of Goods Sold,F,MEAT ,-5349.00
"Q4, 25",Cost of Goods Sold,F,MEAT ,-5330.00
"Q3, 25",Cost of Goods Sold,F,Grocery,-4966.00
"Q1, 25",Cost of Goods Sold,F,PRODUCE ,-4882.00
"Q3, 24",Cost of Goods Sold,F,MEAT ,-4782.00
"Q4, 25",Cost of Goods Sold,F,Grocery,-4693.00
"Q1, 25",Cost of Goods Sold,F,MEAT ,-4418.00
"Q2, 24",Cost of Goods Sold,F,MEAT ,-4241.00
"Q4, 24",Cost of Goods Sold,F,MEAT ,-4171.00
"Q2, 25",Cost of Goods Sold,F,MEAT ,-4042.00
